model_dir,condition,region,n,n_usable,fraction,baseline_n_total,baseline_n_usable,q25,q50,q75,threshold,median_equals_threshold,caveat
minimax-m3_20260815_030703,above_good,Q2,13,43,0.3023255813953488,100,100,36000000.0,50000000.0,108500000.0,50000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
minimax-m3_20260815_030703,above_good,Q3,15,43,0.3488372093023256,100,100,36000000.0,50000000.0,108500000.0,50000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
minimax-m3_20260815_030703,above_good,Q4,8,43,0.18604651162790697,100,100,36000000.0,50000000.0,108500000.0,50000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
minimax-m3_20260815_030703,above_good,above_range,0,43,0.0,100,100,36000000.0,50000000.0,108500000.0,50000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,baseline,below_range,0,100,0.0,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,baseline,Q1,25,100,0.25,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,baseline,Q2,27,100,0.27,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,baseline,Q3,23,100,0.23,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,baseline,Q4,25,100,0.25,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,baseline,above_range,0,100,0.0,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,below_good,below_range,0,50,0.0,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,below_good,Q1,5,50,0.1,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,below_good,Q2,38,50,0.76,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,below_good,Q3,4,50,0.08,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,below_good,Q4,3,50,0.06,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,below_good,above_range,0,50,0.0,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,above_good,below_range,0,50,0.0,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,above_good,Q1,4,50,0.08,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,above_good,Q2,13,50,0.26,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,above_good,Q3,24,50,0.48,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,above_good,Q4,8,50,0.16,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3.5-122b-a10b_20260815_030702,above_good,above_range,1,50,0.02,100,100,30480000.0,41000000.0,54115000.0,41000000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,baseline,below_range,0,88,0.0,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,baseline,Q1,22,88,0.25,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,baseline,Q2,22,88,0.25,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,baseline,Q3,22,88,0.25,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,baseline,Q4,22,88,0.25,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,baseline,above_range,0,88,0.0,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,below_good,below_range,0,47,0.0,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,below_good,Q1,2,47,0.0425531914893617,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,below_good,Q2,27,47,0.574468085106383,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,below_good,Q3,17,47,0.3617021276595745,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,below_good,Q4,1,47,0.02127659574468085,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,below_good,above_range,0,47,0.0,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,above_good,below_range,0,47,0.0,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,above_good,Q1,2,47,0.0425531914893617,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,above_good,Q2,8,47,0.1702127659574468,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,above_good,Q3,33,47,0.7021276595744681,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,above_good,Q4,3,47,0.06382978723404255,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
qwen3p8-2p4t-a95b_20260815_030703,above_good,above_range,1,47,0.02127659574468085,100,88,29397500.0,39500000.0,59250000.0,39500000.0,True,"Existing baseline extraction; actual tied bin masses; descriptive regions, not discovered modes."
